,Date,Open,High,Low,Close
2347,2014-08-11,1.3407,1.3407,1.3381,1.3384
2346,2014-08-12,1.3384,1.3386,1.3337,1.3367
2345,2014-08-13,1.3367,1.3414,1.3344,1.3363
2344,2014-08-14,1.3362,1.3406,1.3348,1.3363
2343,2014-08-15,1.3363,1.3409,1.3358,1.3398
2342,2014-08-18,1.3391,1.3398,1.3353,1.3361
2341,2014-08-19,1.3362,1.3363,1.3313,1.3318
2340,2014-08-20,1.3318,1.3325,1.3256,1.3258
2339,2014-08-21,1.3257,1.3288,1.3241,1.3282
2338,2014-08-22,1.3282,1.3296,1.3223,1.3245
2337,2014-08-25,1.3191,1.3209,1.3183,1.3189
2336,2014-08-26,1.319,1.3213,1.3164,1.3168
2335,2014-08-27,1.3167,1.3209,1.3153,1.3194
2334,2014-08-28,1.3193,1.3217,1.3161,1.3183
2333,2014-08-29,1.3182,1.3195,1.3131,1.3133
2332,2014-09-01,1.3129,1.3145,1.3118,1.3128
2331,2014-09-02,1.3128,1.3135,1.311,1.3132
2330,2014-09-03,1.3132,1.3159,1.3122,1.3148
2329,2014-09-04,1.3149,1.3153,1.2925,1.2936
2328,2014-09-05,1.2937,1.2983,1.2922,1.2951
2327,2014-09-08,1.2953,1.2959,1.2886,1.2897
2326,2014-09-09,1.2898,1.2957,1.2859,1.294
2325,2014-09-10,1.2939,1.2962,1.2889,1.2916
2324,2014-09-11,1.2916,1.295,1.2898,1.2924
2323,2014-09-12,1.2923,1.2977,1.2911,1.2961
2322,2014-09-15,1.2968,1.2969,1.2909,1.2939
2321,2014-09-16,1.2939,1.2994,1.2923,1.2957
2320,2014-09-17,1.2957,1.298,1.2838,1.2844
2319,2014-09-18,1.2848,1.2928,1.2834,1.2915
2318,2014-09-19,1.2916,1.2928,1.2828,1.2829
2317,2014-09-22,1.2826,1.2866,1.2818,1.2846
2316,2014-09-23,1.2845,1.2898,1.2843,1.2848
2315,2014-09-24,1.2849,1.2863,1.2774,1.2777
2314,2014-09-25,1.2779,1.2783,1.2704,1.2751
2313,2014-09-26,1.2751,1.276,1.2676,1.2683
2312,2014-09-29,1.268,1.2713,1.2664,1.2688
2311,2014-09-30,1.2689,1.27,1.2572,1.263
2310,2014-10-01,1.263,1.2635,1.2585,1.2618
2309,2014-10-02,1.2619,1.2696,1.2615,1.267
2308,2014-10-03,1.2669,1.2671,1.25,1.2512
2307,2014-10-06,1.2514,1.2672,1.2508,1.2652
2306,2014-10-07,1.2654,1.268,1.2584,1.2664
2305,2014-10-08,1.2666,1.2747,1.2623,1.273
2304,2014-10-09,1.273,1.2788,1.2664,1.2689
2303,2014-10-10,1.269,1.2715,1.2605,1.2627
2302,2014-10-13,1.2628,1.2765,1.2627,1.274
2301,2014-10-14,1.274,1.2748,1.2641,1.2658
2300,2014-10-15,1.2656,1.2875,1.2625,1.2817
2299,2014-10-16,1.2812,1.2843,1.2709,1.2801
2298,2014-10-17,1.2802,1.2834,1.2747,1.2758
2297,2014-10-20,1.2755,1.2816,1.2731,1.2794
2296,2014-10-21,1.2797,1.2838,1.271,1.271
2295,2014-10-22,1.2713,1.2738,1.2638,1.2643
2294,2014-10-23,1.2643,1.2674,1.2616,1.2645
2293,2014-10-24,1.2645,1.2694,1.2635,1.2669
2292,2014-10-27,1.2673,1.2721,1.2666,1.2696
2291,2014-10-28,1.2697,1.2763,1.2685,1.2733
2290,2014-10-29,1.2732,1.2768,1.2627,1.2636
2289,2014-10-30,1.2636,1.2639,1.2557,1.2614
2288,2014-10-31,1.2613,1.2615,1.2489,1.2521
2287,2014-11-03,1.2506,1.2513,1.2447,1.248
2286,2014-11-04,1.2483,1.2572,1.2481,1.2545
2285,2014-11-05,1.2542,1.2565,1.2462,1.2485
2284,2014-11-06,1.2483,1.2533,1.2365,1.2375
2283,2014-11-07,1.24134,1.24695,1.2409,1.2454
2282,2014-11-10,1.24632,1.251,1.24154,1.24238
2281,2014-11-11,1.24267,1.24991,1.2421,1.2473
2280,2014-11-12,1.2473,1.2498,1.2417,1.2428
2279,2014-11-13,1.24281,1.24916,1.2425,1.24752
2278,2014-11-14,1.2472,1.25463,1.2396,1.2522
2277,2014-11-17,1.25182,1.25778,1.2443,1.24494
2276,2014-11-18,1.24486,1.2545,1.2441,1.2531
2275,2014-11-19,1.25315,1.26002,1.251,1.2545
2274,2014-11-20,1.25451,1.25753,1.2502,1.25419
2273,2014-11-21,1.25419,1.25682,1.2373,1.239
2272,2014-11-24,1.2437,1.24447,1.2421,1.2438
2271,2014-11-25,1.24386,1.24849,1.24,1.24731
2270,2014-11-26,1.24732,1.25283,1.2441,1.25066
2269,2014-11-27,1.25056,1.25236,1.2454,1.24581
2268,2014-11-28,1.24582,1.24903,1.2424,1.2451
2267,2014-12-01,1.24462,1.25065,1.2418,1.24723
2266,2014-12-02,1.24725,1.24762,1.2375,1.23825
2265,2014-12-03,1.2382,1.23906,1.2299,1.23066
2264,2014-12-04,1.23065,1.24563,1.22802,1.23776
2263,2014-12-05,1.23776,1.23931,1.22697,1.2285
2262,2014-12-08,1.22847,1.23439,1.2245,1.23163
2261,2014-12-09,1.23165,1.2448,1.2289,1.23777
2260,2014-12-10,1.23775,1.24483,1.2359,1.24454
2259,2014-12-11,1.24454,1.24952,1.2368,1.24063
2258,2014-12-12,1.24058,1.24852,1.2382,1.246
2257,2014-12-15,1.24739,1.24787,1.2413,1.24454
2256,2014-12-16,1.24453,1.25699,1.2432,1.25106
2255,2014-12-17,1.251,1.2516,1.23192,1.23305
2254,2014-12-18,1.23301,1.23528,1.2263,1.22871
2253,2014-12-19,1.22863,1.23022,1.22188,1.22255
2252,2014-12-22,1.22204,1.22726,1.2214,1.22273
2251,2014-12-23,1.22273,1.22457,1.2162,1.21718
2250,2014-12-24,1.21717,1.22202,1.2165,1.21962
2249,2014-12-25,1.21962,1.2254,1.2186,1.22259
2248,2014-12-26,1.22249,1.22261,1.2166,1.2181
2247,2014-12-30,1.21558,1.21874,1.2121,1.21562
2246,2014-12-31,1.21557,1.21697,1.20948,1.20959
2245,2015-01-01,1.2097,1.21075,1.20918,1.21015
2244,2015-01-02,1.21017,1.2102,1.19925,1.19965
2243,2015-01-05,1.19453,1.19763,1.1885,1.19324
2242,2015-01-06,1.19314,1.19687,1.18395,1.1872
2241,2015-01-07,1.18726,1.18966,1.1799,1.18337
2240,2015-01-08,1.18333,1.18476,1.1752,1.17898
2239,2015-01-09,1.17896,1.1846,1.1761,1.18359
2238,2015-01-12,1.18667,1.18709,1.1784,1.18292
2237,2015-01-13,1.1829,1.18597,1.1752,1.17756
2236,2015-01-14,1.17756,1.18464,1.1726,1.17885
2235,2015-01-15,1.17894,1.17909,1.1567,1.16269
2234,2015-01-16,1.16264,1.165,1.1458,1.15689
2233,2015-01-19,1.15636,1.164,1.1549,1.16044
2232,2015-01-20,1.16043,1.16149,1.1538,1.15538
2231,2015-01-21,1.15545,1.16796,1.1539,1.16136
2230,2015-01-22,1.16127,1.16514,1.1314,1.13693
2229,2015-01-23,1.13694,1.13739,1.1113,1.12031
2228,2015-01-26,1.1143,1.12958,1.10966,1.12358
2227,2015-01-27,1.12363,1.14225,1.1221,1.13708
2226,2015-01-28,1.13703,1.13823,1.127,1.12763
2225,2015-01-29,1.1276,1.1368,1.126,1.1328
2224,2015-01-30,1.13279,1.13638,1.12725,1.12859
2223,2015-02-02,1.13116,1.13621,1.129,1.13353
2222,2015-02-03,1.13342,1.15338,1.1311,1.14642
2221,2015-02-04,1.14643,1.1487,1.1314,1.1334
2220,2015-02-05,1.13335,1.14988,1.1302,1.1476
2219,2015-02-06,1.14773,1.14784,1.13095,1.13095
2218,2015-02-09,1.13122,1.13596,1.1267,1.13244
2217,2015-02-10,1.13242,1.13455,1.1271,1.13156
2216,2015-02-11,1.13159,1.1352,1.1277,1.13293
2215,2015-02-12,1.13298,1.14231,1.1301,1.14007
2214,2015-02-13,1.14007,1.14431,1.13735,1.13775
2213,2015-02-16,1.13987,1.143,1.1318,1.13455
2212,2015-02-17,1.13458,1.1449,1.1321,1.1409
2211,2015-02-18,1.14094,1.14161,1.1332,1.14021
2210,2015-02-19,1.14022,1.14501,1.1353,1.13624
2209,2015-02-20,1.13629,1.14298,1.12779,1.13793
2208,2015-02-23,1.1379,1.13932,1.1292,1.1336
2207,2015-02-24,1.13359,1.13581,1.1287,1.13398
2206,2015-02-25,1.13396,1.139,1.1333,1.13643
2205,2015-02-26,1.13639,1.138,1.1182,1.11942
2204,2015-02-27,1.11948,1.12451,1.1173,1.11865
2203,2015-03-02,1.11814,1.12405,1.1157,1.11789
2202,2015-03-03,1.11792,1.12175,1.1152,1.11801
2201,2015-03-04,1.1179,1.11866,1.1059,1.10804
2200,2015-03-05,1.10807,1.11143,1.0985,1.10309
2199,2015-03-06,1.10309,1.10325,1.08342,1.08455
2198,2015-03-09,1.08382,1.09065,1.0833,1.08471
2197,2015-03-10,1.08471,1.0848,1.06657,1.06859
2196,2015-03-11,1.06859,1.0717,1.0508,1.05507
2195,2015-03-12,1.05507,1.06837,1.0493,1.0622
2194,2015-03-13,1.06219,1.06346,1.0461,1.05
2193,2015-03-16,1.0499,1.06194,1.0476,1.057
2192,2015-03-17,1.057,1.06508,1.0548,1.05937
2191,2015-03-18,1.05937,1.104,1.0577,1.08223
2190,2015-03-19,1.08224,1.09198,1.06121,1.06683
2189,2015-03-20,1.0668,1.08823,1.0653,1.08115
2188,2015-03-23,1.08391,1.09713,1.0766,1.09584
2187,2015-03-24,1.09581,1.10292,1.0888,1.0913
2186,2015-03-25,1.09132,1.1015,1.0898,1.09641
2185,2015-03-26,1.0964,1.10522,1.0854,1.08789
2184,2015-03-27,1.08791,1.09487,1.0799,1.08935
2183,2015-03-30,1.08875,1.08901,1.0808,1.08289
2182,2015-03-31,1.08289,1.08455,1.0712,1.07393
2181,2015-04-01,1.07396,1.08001,1.0716,1.07696
2180,2015-04-02,1.07694,1.09054,1.0748,1.08757
2179,2015-04-03,1.08757,1.1027,1.0861,1.09635
2178,2015-04-06,1.10019,1.10356,1.0907,1.09308
2177,2015-04-07,1.09309,1.09548,1.0801,1.0824
2176,2015-04-08,1.0825,1.08875,1.0762,1.07835
2175,2015-04-09,1.07832,1.079,1.0635,1.06633
2174,2015-04-10,1.06635,1.06837,1.0566,1.05968
2173,2015-04-13,1.06126,1.06198,1.0519,1.05725
2172,2015-04-14,1.05725,1.07073,1.0529,1.06506
2171,2015-04-15,1.06507,1.0702,1.0569,1.06756
2170,2015-04-16,1.06755,1.08177,1.0623,1.076
2169,2015-04-17,1.07601,1.08487,1.07332,1.08051
2168,2015-04-20,1.0794,1.08185,1.07115,1.07377
2167,2015-04-21,1.07377,1.07813,1.0658,1.07375
2166,2015-04-22,1.07375,1.08009,1.0706,1.07192
2165,2015-04-23,1.07196,1.08458,1.0665,1.08148
2164,2015-04-24,1.08152,1.09002,1.0782,1.08695
2163,2015-04-27,1.0865,1.09266,1.0818,1.0875
2162,2015-04-28,1.08756,1.09911,1.0858,1.09748
2161,2015-04-29,1.09748,1.11878,1.0957,1.1118
2160,2015-04-30,1.1118,1.12662,1.1069,1.12109
2159,2015-05-01,1.12109,1.129,1.1174,1.11958
2158,2015-05-04,1.11855,1.12246,1.112,1.11454
2157,2015-05-05,1.11457,1.12231,1.1064,1.11796
2156,2015-05-06,1.11795,1.13701,1.1173,1.13429
2155,2015-05-07,1.13425,1.13917,1.1224,1.1238
2154,2015-05-08,1.12414,1.1289,1.1177,1.1192
2153,2015-05-11,1.11967,1.12025,1.1128,1.11484
2152,2015-05-12,1.11484,1.12788,1.1131,1.12153
2151,2015-05-13,1.12151,1.13827,1.1201,1.13527
2150,2015-05-14,1.13528,1.14447,1.1338,1.14034
2149,2015-05-15,1.14038,1.14667,1.1321,1.1442
2148,2015-05-18,1.144,1.1447,1.1297,1.13143
2147,2015-05-19,1.13149,1.13264,1.1117,1.11461
2146,2015-05-20,1.11466,1.11522,1.106,1.10952
2145,2015-05-21,1.10951,1.11814,1.1077,1.11078
2144,2015-05-22,1.1108,1.12081,1.0999,1.1002
2143,2015-05-25,1.10017,1.10097,1.0956,1.0977
2142,2015-05-26,1.09781,1.09801,1.0861,1.0885
2141,2015-05-27,1.0886,1.093,1.0817,1.09037
2140,2015-05-28,1.09038,1.09743,1.0866,1.09691
2139,2015-05-29,1.09691,1.10062,1.0924,1.09908
2138,2015-06-01,1.09681,1.098,1.0885,1.09275
2137,2015-06-02,1.09281,1.11939,1.0914,1.11511
2136,2015-06-03,1.1151,1.12851,1.10787,1.12654
2135,2015-06-04,1.12652,1.138,1.1199,1.12027
2134,2015-06-05,1.12025,1.128,1.1048,1.11068
2133,2015-06-08,1.11079,1.13069,1.1081,1.12793
2132,2015-06-09,1.1279,1.13454,1.1212,1.12727
2131,2015-06-10,1.12735,1.13865,1.12593,1.13236
2130,2015-06-11,1.13237,1.13312,1.1181,1.12392
2129,2015-06-12,1.12385,1.12965,1.1148,1.12571
2128,2015-06-15,1.1226,1.12944,1.1186,1.1276
2127,2015-06-16,1.12761,1.133,1.1203,1.12466
2126,2015-06-17,1.1246,1.13578,1.12037,1.1341
2125,2015-06-18,1.13411,1.14362,1.1336,1.13717
2124,2015-06-19,1.1371,1.13873,1.1291,1.135
2123,2015-06-22,1.13605,1.14103,1.1311,1.13416
2122,2015-06-23,1.1341,1.13474,1.11339,1.11712
2121,2015-06-24,1.11712,1.12347,1.1157,1.12051
2120,2015-06-25,1.12051,1.12277,1.1151,1.12006
2119,2015-06-26,1.12006,1.122,1.1129,1.11617
2118,2015-06-29,1.09901,1.12785,1.0967,1.12158
2117,2015-06-30,1.1213,1.12443,1.1111,1.11288
2116,2015-07-01,1.11288,1.11713,1.1039,1.1044
2115,2015-07-02,1.1044,1.11211,1.103,1.10894
2114,2015-07-03,1.10895,1.112,1.1064,1.1115
2113,2015-07-06,1.10217,1.10955,1.0989,1.10542
2112,2015-07-07,1.10545,1.10562,1.0914,1.10044
2111,2015-07-08,1.10044,1.10927,1.0971,1.10749
2110,2015-07-09,1.10749,1.1125,1.099,1.10703
2109,2015-07-10,1.10695,1.12159,1.1052,1.11516
2108,2015-07-13,1.1119,1.11969,1.09939,1.10067
2107,2015-07-14,1.10063,1.10846,1.0964,1.10123
2106,2015-07-15,1.10121,1.10356,1.0928,1.09586
2105,2015-07-16,1.09586,1.09627,1.0854,1.08792
2104,2015-07-17,1.08793,1.09069,1.0824,1.0828
2103,2015-07-20,1.08385,1.08703,1.0807,1.08293
2102,2015-07-21,1.08293,1.09691,1.0809,1.09359
2101,2015-07-22,1.0936,1.09667,1.0868,1.09297
2100,2015-07-23,1.093,1.10179,1.0919,1.0984
2099,2015-07-24,1.0984,1.09958,1.0922,1.098
2098,2015-07-27,1.0975,1.11294,1.0966,1.10858
2097,2015-07-28,1.10862,1.10996,1.1019,1.10625
2096,2015-07-29,1.10624,1.10839,1.0964,1.09887
2095,2015-07-30,1.09887,1.09894,1.0892,1.09309
2094,2015-07-31,1.09311,1.11141,1.0918,1.09804
2093,2015-08-03,1.09754,1.09959,1.0939,1.09528
2092,2015-08-04,1.09528,1.099,1.0877,1.08893
2091,2015-08-05,1.08893,1.09333,1.0846,1.09017
2090,2015-08-06,1.09017,1.09439,1.0872,1.0926
2089,2015-08-07,1.0926,1.09784,1.0854,1.09617
2088,2015-08-10,1.0965,1.10414,1.0923,1.10175
2087,2015-08-11,1.10176,1.10883,1.0958,1.10438
2086,2015-08-12,1.10436,1.1214,1.1023,1.11553
2085,2015-08-13,1.11553,1.1189,1.1079,1.11532
2084,2015-08-14,1.11531,1.119,1.1096,1.1104
2083,2015-08-17,1.1105,1.11249,1.10579,1.10761
2082,2015-08-18,1.1075,1.10938,1.1015,1.10254
2081,2015-08-19,1.10254,1.11342,1.1015,1.11152
2080,2015-08-20,1.11153,1.12447,1.1104,1.12328
2079,2015-08-21,1.12328,1.1393,1.1226,1.13836
2078,2015-08-24,1.1391,1.1714,1.1367,1.15972
2077,2015-08-25,1.15975,1.15992,1.1394,1.15287
2076,2015-08-26,1.15288,1.15612,1.129,1.13372
2075,2015-08-27,1.13372,1.13643,1.1201,1.12415
2074,2015-08-28,1.12415,1.131,1.11541,1.11798
2073,2015-08-31,1.11977,1.12626,1.1178,1.12177
2072,2015-09-01,1.12178,1.13322,1.1213,1.1298
2071,2015-09-02,1.1297,1.13005,1.1213,1.12211
2070,2015-09-03,1.12208,1.12434,1.1085,1.11198
2069,2015-09-04,1.11198,1.11897,1.1088,1.1149
2068,2015-09-07,1.11452,1.118,1.112,1.11706
2067,2015-09-08,1.11709,1.12296,1.115,1.1207
2066,2015-09-09,1.12073,1.12246,1.1129,1.12179
2065,2015-09-10,1.12182,1.12954,1.1169,1.12875
2064,2015-09-11,1.12875,1.13495,1.1251,1.1339
2063,2015-09-14,1.1344,1.13731,1.1282,1.131
2062,2015-09-15,1.131,1.13287,1.1256,1.12714
2061,2015-09-16,1.12712,1.13206,1.1211,1.12919
2060,2015-09-17,1.12919,1.14413,1.1282,1.14138
2059,2015-09-18,1.1414,1.14602,1.1268,1.1308
2058,2015-09-21,1.12943,1.13301,1.1179,1.11864
2057,2015-09-22,1.11864,1.12077,1.1111,1.11307
2056,2015-09-23,1.11308,1.12135,1.1102,1.1186
2055,2015-09-24,1.11865,1.1296,1.1158,1.11766
2054,2015-09-25,1.11761,1.12132,1.1114,1.1192
2053,2015-09-28,1.119,1.12477,1.1145,1.12343
2052,2015-09-29,1.12342,1.12814,1.1192,1.12545
2051,2015-09-30,1.12567,1.12624,1.1156,1.11715
2050,2015-10-01,1.11713,1.121,1.1132,1.11906
2049,2015-10-02,1.11905,1.13184,1.1148,1.1207
2048,2015-10-05,1.12152,1.129,1.117,1.11905
2047,2015-10-06,1.11905,1.12796,1.11707,1.12646
2046,2015-10-07,1.12669,1.12842,1.1209,1.12366
2045,2015-10-08,1.12364,1.13276,1.12324,1.12892
2044,2015-10-09,1.12892,1.13872,1.1265,1.1355
2043,2015-10-12,1.13619,1.14,1.1351,1.13559
2042,2015-10-13,1.13558,1.1411,1.13429,1.13868
2041,2015-10-14,1.1387,1.14891,1.1379,1.14741
2040,2015-10-15,1.14739,1.14952,1.136,1.1376
2039,2015-10-16,1.13762,1.1395,1.1333,1.13473
2038,2015-10-19,1.13521,1.138,1.1304,1.13269
2037,2015-10-20,1.1327,1.13871,1.1321,1.13524
2036,2015-10-21,1.13524,1.13776,1.1333,1.13411
2035,2015-10-22,1.13411,1.13512,1.1076,1.1106
2034,2015-10-23,1.1106,1.114,1.0995,1.1015
2033,2015-10-26,1.10188,1.10682,1.1001,1.10595
2032,2015-10-27,1.10599,1.10786,1.1027,1.10369
2031,2015-10-28,1.10374,1.1096,1.0896,1.09295
2030,2015-10-29,1.09297,1.09883,1.09018,1.09869
2029,2015-10-30,1.09869,1.10725,1.09635,1.1011
2028,2015-11-02,1.10322,1.1053,1.0998,1.10134
2027,2015-11-03,1.10135,1.10301,1.0934,1.0962
2026,2015-11-04,1.09624,1.0968,1.0842,1.08669
2025,2015-11-05,1.08666,1.08977,1.08316,1.08824
2024,2015-11-06,1.08823,1.08938,1.07051,1.07356
2023,2015-11-09,1.07304,1.079,1.0718,1.07557
2022,2015-11-10,1.0756,1.0764,1.0671,1.07206
2021,2015-11-11,1.07206,1.07737,1.0703,1.07579
2020,2015-11-12,1.07578,1.08303,1.0689,1.08066
2019,2015-11-13,1.08066,1.08172,1.0711,1.0772
2018,2015-11-16,1.0736,1.07581,1.0673,1.06835
2017,2015-11-17,1.06834,1.06907,1.0628,1.06456
2016,2015-11-18,1.06457,1.06926,1.0615,1.06601
2015,2015-11-19,1.06599,1.0763,1.0657,1.0729
2014,2015-11-20,1.07296,1.07341,1.0638,1.06419
2013,2015-11-23,1.06436,1.06567,1.0592,1.06335
2012,2015-11-24,1.06336,1.06734,1.06187,1.06449
2011,2015-11-25,1.06453,1.069,1.0565,1.06206
2010,2015-11-26,1.06206,1.06274,1.0597,1.06037
2009,2015-11-27,1.06033,1.0638,1.0566,1.05874
2008,2015-11-30,1.05917,1.05941,1.0555,1.05714
2007,2015-12-01,1.05714,1.06371,1.05613,1.06245
2006,2015-12-02,1.06247,1.06321,1.05499,1.06077
2005,2015-12-03,1.06082,1.09811,1.05216,1.09268
2004,2015-12-04,1.09268,1.09562,1.0835,1.08818
2003,2015-12-07,1.08755,1.08875,1.0793,1.08321
2002,2015-12-08,1.08321,1.09027,1.0828,1.08935
2001,2015-12-09,1.08936,1.10428,1.0877,1.1017
2000,2015-12-10,1.1017,1.10214,1.0923,1.09398
1999,2015-12-11,1.094,1.10308,1.09246,1.09865
1998,2015-12-14,1.09709,1.105,1.09439,1.09993
1997,2015-12-15,1.09999,1.106,1.0902,1.09325
1996,2015-12-16,1.09328,1.10119,1.0887,1.08909
1995,2015-12-17,1.08911,1.08927,1.08,1.08341
1994,2015-12-18,1.0833,1.08744,1.0802,1.08629
1993,2015-12-21,1.08553,1.09389,1.0846,1.0908
1992,2015-12-22,1.09091,1.09842,1.09,1.09502
1991,2015-12-23,1.09504,1.0953,1.0867,1.09031
1990,2015-12-24,1.09038,1.0971,1.09017,1.0966
1989,2015-12-25,1.09654,1.0975,1.0939,1.0973
1988,2015-12-28,1.09618,1.09925,1.0953,1.09745
1987,2015-12-29,1.09746,1.09918,1.0898,1.09222
1986,2015-12-30,1.09223,1.09437,1.0899,1.09252
1985,2015-12-31,1.09253,1.09372,1.0848,1.08584
1984,2016-01-01,1.0863,1.08635,1.0855,1.08584
1983,2016-01-04,1.08665,1.09463,1.0779,1.08286
1982,2016-01-05,1.08282,1.08388,1.0708,1.07524
1981,2016-01-06,1.07531,1.07994,1.07138,1.07744
1980,2016-01-07,1.07743,1.09401,1.077,1.0921
1979,2016-01-08,1.09215,1.09303,1.08013,1.09193
1978,2016-01-11,1.09439,1.09698,1.08471,1.08621
1977,2016-01-12,1.08623,1.09002,1.0818,1.08474
1976,2016-01-13,1.08479,1.08878,1.0802,1.08819
1975,2016-01-14,1.08822,1.09432,1.08337,1.08608
1974,2016-01-15,1.08614,1.09846,1.08525,1.0914
1973,2016-01-18,1.09103,1.09277,1.0868,1.08906
1972,2016-01-19,1.08905,1.09389,1.0857,1.09114
1971,2016-01-20,1.09138,1.0976,1.08748,1.08916
1970,2016-01-21,1.08916,1.09216,1.07768,1.08705
1969,2016-01-22,1.08709,1.08766,1.07875,1.07934
1968,2016-01-25,1.07926,1.08569,1.07875,1.08494
1967,2016-01-26,1.08494,1.08744,1.0816,1.08651
1966,2016-01-27,1.08652,1.09165,1.08485,1.09023
1965,2016-01-28,1.0903,1.09677,1.0862,1.0938
1964,2016-01-29,1.09372,1.09485,1.0808,1.0827
1963,2016-02-01,1.0829,1.09127,1.08124,1.08894
1962,2016-02-02,1.08889,1.094,1.08844,1.09238
1961,2016-02-03,1.09238,1.11455,1.0902,1.10811
1960,2016-02-04,1.10817,1.124,1.1068,1.11999
1959,2016-02-05,1.11999,1.12457,1.1107,1.11521
1958,2016-02-08,1.11456,1.12159,1.1084,1.11987
1957,2016-02-09,1.11989,1.1338,1.1161,1.1287
1956,2016-02-10,1.12873,1.13115,1.1159,1.12776
1955,2016-02-11,1.12775,1.13763,1.1272,1.13129
1954,2016-02-12,1.13125,1.1334,1.1213,1.1254
1953,2016-02-15,1.12382,1.12416,1.1126,1.11631
1952,2016-02-16,1.11622,1.1193,1.11222,1.11359
1951,2016-02-17,1.11365,1.118,1.1104,1.11286
1950,2016-02-18,1.11281,1.115,1.107,1.11088
1949,2016-02-19,1.1109,1.114,1.1065,1.11264
1948,2016-02-22,1.1116,1.11247,1.1002,1.10271
1947,2016-02-23,1.10273,1.10527,1.0988,1.10195
1946,2016-02-24,1.10194,1.10463,1.0956,1.10163
1945,2016-02-25,1.10162,1.105,1.09859,1.10199
1944,2016-02-26,1.102,1.10683,1.091,1.0931
1943,2016-02-29,1.09166,1.09626,1.0857,1.08837
1942,2016-03-01,1.08841,1.08935,1.08322,1.08665
1941,2016-03-02,1.08669,1.08811,1.08236,1.08692
1940,2016-03-03,1.0869,1.09724,1.08513,1.09488
1939,2016-03-04,1.09488,1.10434,1.09026,1.1004
1938,2016-03-07,1.0992,1.10258,1.0937,1.10143
1937,2016-03-08,1.10143,1.10575,1.09916,1.10048
1936,2016-03-09,1.10054,1.1035,1.0944,1.09964
1935,2016-03-10,1.09965,1.12178,1.08218,1.11791
1934,2016-03-11,1.11798,1.12098,1.1078,1.1152
1933,2016-03-14,1.11641,1.11763,1.10768,1.11029
1932,2016-03-15,1.11032,1.1125,1.1071,1.11062
1931,2016-03-16,1.11069,1.12421,1.1055,1.1215
1930,2016-03-17,1.1215,1.13425,1.12039,1.13154
1929,2016-03-18,1.13151,1.13372,1.1254,1.1269
1928,2016-03-21,1.12733,1.12854,1.1232,1.12393
1927,2016-03-22,1.12394,1.12618,1.1186,1.12162
1926,2016-03-23,1.12167,1.12235,1.1157,1.1182
1925,2016-03-24,1.11822,1.119,1.11427,1.1177
1924,2016-03-25,1.1177,1.1179,1.11515,1.1163
1923,2016-03-28,1.11597,1.12199,1.1152,1.11968
1922,2016-03-29,1.11971,1.13033,1.11677,1.12879
1921,2016-03-30,1.12876,1.13654,1.1284,1.13322
1920,2016-03-31,1.13321,1.14119,1.1308,1.13778
1919,2016-04-01,1.1378,1.14377,1.1334,1.1394
1918,2016-04-04,1.13914,1.14127,1.1355,1.13881
1917,2016-04-05,1.13882,1.14051,1.1334,1.13828
1916,2016-04-06,1.13833,1.14317,1.1325,1.13962
1915,2016-04-07,1.13956,1.1454,1.13356,1.13722
1914,2016-04-08,1.13726,1.142,1.13478,1.1395
1913,2016-04-11,1.14045,1.14465,1.13705,1.14099
1912,2016-04-12,1.14098,1.14648,1.1345,1.13858
1911,2016-04-13,1.13858,1.13912,1.127,1.1279
1910,2016-04-14,1.12825,1.12948,1.1231,1.12625
1909,2016-04-15,1.12663,1.1317,1.1243,1.12936
1908,2016-04-18,1.12815,1.13325,1.1272,1.13082
1907,2016-04-19,1.13099,1.13847,1.13015,1.13566
1906,2016-04-20,1.13568,1.13879,1.1288,1.13012
1905,2016-04-21,1.13012,1.13933,1.12712,1.12876
1904,2016-04-22,1.12883,1.13087,1.12153,1.12153
1903,2016-04-25,1.12307,1.128,1.12225,1.12673
1902,2016-04-26,1.12674,1.134,1.1254,1.1299
1901,2016-04-27,1.12991,1.136,1.1271,1.13266
1900,2016-04-28,1.13266,1.137,1.1294,1.13526
1899,2016-04-29,1.13528,1.146,1.13493,1.14485
1898,2016-05-02,1.14542,1.15362,1.1446,1.15257
1897,2016-05-03,1.15266,1.16163,1.1491,1.14989
1896,2016-05-04,1.14993,1.1529,1.1466,1.1489
1895,2016-05-05,1.1489,1.1494,1.1384,1.14027
1894,2016-05-06,1.14027,1.14779,1.13845,1.13991
1893,2016-05-09,1.13963,1.14202,1.13734,1.13829
1892,2016-05-10,1.13828,1.14099,1.1357,1.13715
1891,2016-05-11,1.13715,1.14467,1.13674,1.1423
1890,2016-05-12,1.14239,1.143,1.1366,1.13784
1889,2016-05-13,1.13786,1.13798,1.1281,1.1305
1888,2016-05-16,1.13145,1.13424,1.1301,1.13138
1887,2016-05-17,1.1314,1.13462,1.1301,1.13129
1886,2016-05-18,1.13124,1.13162,1.121,1.12233
1885,2016-05-19,1.12234,1.123,1.1177,1.12021
1884,2016-05-20,1.12021,1.124,1.11943,1.12191
1883,2016-05-23,1.12163,1.12429,1.1185,1.12164
1882,2016-05-24,1.12164,1.12271,1.1131,1.11398
1881,2016-05-25,1.11394,1.11669,1.1128,1.11561
1880,2016-05-26,1.1156,1.12168,1.11476,1.11928
1879,2016-05-27,1.11925,1.12007,1.11087,1.11087
