,Date,Open,High,Low,Close
3816,2008-12-23,1.3941,1.4021,1.3921,1.3926
3815,2008-12-24,1.3925,1.4019,1.3915,1.4009
3814,2008-12-25,1.4012,1.4047,1.3982,1.4026
3813,2008-12-26,1.4009,1.412,1.399,1.4026
3812,2008-12-29,1.4028,1.4363,1.3921,1.3924
3811,2008-12-30,1.3923,1.4222,1.3917,1.4057
3810,2008-12-31,1.4057,1.4148,1.3852,1.3971
3809,2009-01-01,1.3968,1.4069,1.3962,1.4028
3808,2009-01-02,1.4045,1.4057,1.384,1.3916
3807,2009-01-05,1.3919,1.3963,1.3546,1.3629
3806,2009-01-06,1.3631,1.3659,1.3312,1.3509
3805,2009-01-07,1.3535,1.3747,1.3431,1.3644
3804,2009-01-08,1.3645,1.3799,1.3534,1.3704
3803,2009-01-09,1.3699,1.3752,1.3416,1.3463
3802,2009-01-12,1.3472,1.3491,1.329,1.3374
3801,2009-01-13,1.3357,1.3374,1.314,1.3186
3800,2009-01-14,1.318,1.3338,1.3094,1.3192
3799,2009-01-15,1.3188,1.3242,1.3026,1.3122
3798,2009-01-16,1.3108,1.3343,1.3108,1.3268
3797,2009-01-19,1.3265,1.3386,1.3069,1.3069
3796,2009-01-20,1.3065,1.3104,1.2857,1.2905
3795,2009-01-21,1.29,1.3086,1.2825,1.3028
3794,2009-01-22,1.3022,1.3083,1.2908,1.3
3793,2009-01-23,1.3,1.3035,1.2765,1.2958
3792,2009-01-26,1.2972,1.3208,1.2862,1.3186
3791,2009-01-27,1.3187,1.3329,1.3119,1.3166
3790,2009-01-28,1.316,1.3328,1.3103,1.3165
3789,2009-01-29,1.3165,1.3179,1.2933,1.2951
3788,2009-01-30,1.2952,1.2961,1.2764,1.2809
3787,2009-02-02,1.281,1.2853,1.2707,1.2814
3786,2009-02-03,1.2844,1.3058,1.2801,1.3037
3785,2009-02-04,1.304,1.3071,1.2813,1.2847
3784,2009-02-05,1.2845,1.2906,1.276,1.2786
3783,2009-02-06,1.2791,1.2993,1.2748,1.2937
3782,2009-02-09,1.2939,1.3094,1.2874,1.3002
3781,2009-02-10,1.3002,1.3074,1.2811,1.291
3780,2009-02-11,1.291,1.2998,1.2834,1.2906
3779,2009-02-12,1.2904,1.2944,1.2722,1.2863
3778,2009-02-13,1.2861,1.2943,1.2821,1.286
3777,2009-02-16,1.286,1.2891,1.2727,1.2808
3776,2009-02-17,1.2801,1.2805,1.2563,1.258
3775,2009-02-18,1.2581,1.264,1.2513,1.2528
3774,2009-02-19,1.2528,1.2761,1.2528,1.2673
3773,2009-02-20,1.2672,1.2884,1.2558,1.2825
3772,2009-02-23,1.2823,1.2992,1.2713,1.2752
3771,2009-02-24,1.2692,1.2877,1.2663,1.2844
3770,2009-02-25,1.2843,1.29,1.269,1.2723
3769,2009-02-26,1.2722,1.2811,1.2683,1.2737
3768,2009-02-27,1.2745,1.2751,1.2604,1.2672
3767,2009-03-02,1.2669,1.2676,1.2546,1.2577
3766,2009-03-03,1.2576,1.2679,1.2521,1.2559
3765,2009-03-04,1.2558,1.2663,1.2457,1.2655
3764,2009-03-05,1.2658,1.2664,1.248,1.2541
3763,2009-03-06,1.2537,1.2754,1.2533,1.2646
3762,2009-03-09,1.2652,1.2727,1.2556,1.2601
3761,2009-03-10,1.2604,1.2822,1.2579,1.268
3760,2009-03-11,1.2678,1.2865,1.2617,1.2845
3759,2009-03-12,1.2844,1.2946,1.2732,1.2913
3758,2009-03-13,1.2899,1.2957,1.2862,1.2927
3757,2009-03-16,1.2927,1.3071,1.2833,1.2973
3756,2009-03-17,1.2978,1.3033,1.2932,1.3012
3755,2009-03-18,1.3015,1.3536,1.2985,1.3508
3754,2009-03-19,1.3509,1.3739,1.3417,1.3665
3753,2009-03-20,1.3665,1.3726,1.3517,1.3579
3752,2009-03-23,1.3579,1.3736,1.3486,1.362
3751,2009-03-24,1.3617,1.3678,1.3432,1.3471
3750,2009-03-25,1.3469,1.3651,1.3419,1.3576
3749,2009-03-26,1.3576,1.3642,1.3495,1.3527
3748,2009-03-27,1.3527,1.3592,1.3257,1.3286
3747,2009-03-30,1.3289,1.3296,1.3113,1.3199
3746,2009-03-31,1.3201,1.3343,1.3174,1.3243
3745,2009-04-01,1.3241,1.3287,1.3167,1.3232
3744,2009-04-02,1.3231,1.3517,1.323,1.3467
3743,2009-04-03,1.3463,1.3497,1.3365,1.3482
3742,2009-04-06,1.3482,1.3582,1.3358,1.3399
3741,2009-04-07,1.3399,1.3408,1.3227,1.3264
3740,2009-04-08,1.3267,1.331,1.3148,1.3265
3739,2009-04-09,1.3265,1.3336,1.3127,1.3162
3738,2009-04-10,1.3157,1.3193,1.3089,1.3187
3737,2009-04-13,1.3185,1.3393,1.3127,1.3366
3736,2009-04-14,1.3367,1.3381,1.3226,1.3265
3735,2009-04-15,1.326,1.3297,1.3146,1.3214
3734,2009-04-16,1.3209,1.3269,1.3127,1.3174
3733,2009-04-17,1.3175,1.3198,1.3018,1.3041
3732,2009-04-20,1.3044,1.3076,1.2888,1.2922
3731,2009-04-21,1.2922,1.2996,1.2897,1.2943
3730,2009-04-22,1.2949,1.3038,1.2886,1.3002
3729,2009-04-23,1.3004,1.3161,1.298,1.3133
3728,2009-04-24,1.3134,1.3301,1.3113,1.3242
3727,2009-04-27,1.3152,1.3256,1.3,1.3016
3726,2009-04-28,1.3017,1.3166,1.2965,1.3135
3725,2009-04-29,1.3135,1.334,1.3121,1.3253
3724,2009-04-30,1.3252,1.3387,1.3192,1.3223
3723,2009-05-01,1.3223,1.3329,1.3219,1.3272
3722,2009-05-04,1.3273,1.3426,1.3211,1.3413
3721,2009-05-05,1.3414,1.3438,1.3283,1.331
3720,2009-05-06,1.3308,1.3374,1.3247,1.3315
3719,2009-05-07,1.3311,1.347,1.3252,1.3391
3718,2009-05-08,1.3387,1.3653,1.3341,1.3639
3717,2009-05-11,1.3632,1.3669,1.3556,1.3576
3716,2009-05-12,1.3575,1.3707,1.3564,1.3644
3715,2009-05-13,1.3644,1.3722,1.3566,1.3593
3714,2009-05-14,1.359,1.3665,1.3526,1.3634
3713,2009-05-15,1.3633,1.3651,1.3462,1.3494
3712,2009-05-18,1.3489,1.3564,1.3424,1.3552
3711,2009-05-19,1.3555,1.3668,1.3531,1.3626
3710,2009-05-20,1.3627,1.3831,1.3584,1.381
3709,2009-05-21,1.3764,1.3924,1.3728,1.39
3708,2009-05-22,1.3902,1.4051,1.3899,1.399
3707,2009-05-25,1.4001,1.4047,1.3959,1.4014
3706,2009-05-26,1.4014,1.4023,1.386,1.3985
3705,2009-05-27,1.3989,1.4001,1.3822,1.3835
3704,2009-05-28,1.3835,1.3986,1.3793,1.3932
3703,2009-05-29,1.3931,1.417,1.3926,1.4153
3702,2009-06-01,1.4158,1.4247,1.4099,1.415
3701,2009-06-02,1.415,1.4333,1.4102,1.4306
3700,2009-06-03,1.4305,1.434,1.4109,1.4137
3699,2009-06-04,1.4147,1.4242,1.4071,1.4175
3698,2009-06-05,1.4175,1.4267,1.3933,1.3962
3697,2009-06-08,1.3967,1.4002,1.3805,1.3894
3696,2009-06-09,1.3903,1.4102,1.3853,1.4076
3695,2009-06-10,1.407,1.4144,1.3916,1.3966
3694,2009-06-11,1.3966,1.4178,1.3943,1.4093
3693,2009-06-12,1.4094,1.4129,1.3936,1.4014
3692,2009-06-15,1.4015,1.4033,1.3756,1.3783
3691,2009-06-16,1.3786,1.3933,1.3749,1.3833
3690,2009-06-17,1.3835,1.3986,1.3807,1.3938
3689,2009-06-18,1.3941,1.4002,1.387,1.3901
3688,2009-06-19,1.3904,1.4012,1.3883,1.3932
3687,2009-06-22,1.3939,1.3963,1.3826,1.3856
3686,2009-06-23,1.3856,1.4108,1.3829,1.4073
3685,2009-06-24,1.4074,1.4138,1.3889,1.3931
3684,2009-06-25,1.3927,1.4015,1.3889,1.3995
3683,2009-06-26,1.3994,1.412,1.3983,1.4055
3682,2009-06-29,1.4052,1.4104,1.3983,1.4074
3681,2009-06-30,1.4073,1.4154,1.4,1.4031
3680,2009-07-01,1.4034,1.4201,1.4,1.415
3679,2009-07-02,1.4151,1.4155,1.3928,1.3942
3678,2009-07-03,1.3951,1.403,1.3943,1.4
3677,2009-07-06,1.4004,1.4004,1.3877,1.3972
3676,2009-07-07,1.3973,1.4052,1.3904,1.3916
3675,2009-07-08,1.3918,1.394,1.3832,1.3873
3674,2009-07-09,1.3871,1.4074,1.3859,1.4023
3673,2009-07-10,1.4022,1.403,1.3878,1.3933
3672,2009-07-13,1.3935,1.4001,1.3898,1.3981
3671,2009-07-14,1.3984,1.4014,1.3912,1.397
3670,2009-07-15,1.397,1.4135,1.3964,1.4101
3669,2009-07-16,1.4099,1.4166,1.4056,1.414
3668,2009-07-17,1.414,1.415,1.4062,1.4094
3667,2009-07-20,1.41,1.425,1.4097,1.4227
3666,2009-07-21,1.4225,1.4277,1.4163,1.421
3665,2009-07-22,1.4213,1.4257,1.4156,1.4206
3664,2009-07-23,1.4206,1.4291,1.412,1.4158
3663,2009-07-24,1.415,1.4253,1.4135,1.4205
3662,2009-07-27,1.4204,1.4298,1.4172,1.4241
3661,2009-07-28,1.424,1.4304,1.413,1.4171
3660,2009-07-29,1.4171,1.4195,1.4006,1.403
3659,2009-07-30,1.4034,1.4095,1.401,1.4063
3658,2009-07-31,1.4065,1.428,1.4065,1.4249
3657,2009-08-03,1.4255,1.4445,1.4207,1.4415
3656,2009-08-04,1.4419,1.4432,1.4367,1.4395
3655,2009-08-05,1.4396,1.4449,1.4356,1.4414
3654,2009-08-06,1.4412,1.4431,1.433,1.4351
3653,2009-08-07,1.4353,1.4413,1.4154,1.4183
3652,2009-08-10,1.4182,1.4218,1.4105,1.4143
3651,2009-08-11,1.4144,1.4185,1.411,1.4146
3650,2009-08-12,1.4147,1.4247,1.4087,1.42
3649,2009-08-13,1.4201,1.4327,1.42,1.4276
3648,2009-08-14,1.4279,1.4306,1.4159,1.4202
3647,2009-08-17,1.42,1.4202,1.4046,1.4075
3646,2009-08-18,1.407,1.4155,1.4066,1.4132
3645,2009-08-19,1.4131,1.4267,1.4085,1.4232
3644,2009-08-20,1.4234,1.4275,1.4201,1.4245
3643,2009-08-21,1.4245,1.4378,1.4209,1.4315
3642,2009-08-24,1.4326,1.4359,1.4281,1.4294
3641,2009-08-25,1.4298,1.4362,1.4253,1.4299
3640,2009-08-26,1.4296,1.4352,1.4205,1.424
3639,2009-08-27,1.4242,1.441,1.422,1.4347
3638,2009-08-28,1.4348,1.4391,1.4282,1.4302
3637,2009-08-31,1.4302,1.4369,1.4256,1.4331
3636,2009-09-01,1.4329,1.438,1.4177,1.4214
3635,2009-09-02,1.4217,1.4294,1.4189,1.4259
3634,2009-09-03,1.426,1.4348,1.4236,1.4256
3633,2009-09-04,1.4259,1.4327,1.4191,1.4292
3632,2009-09-07,1.4297,1.4363,1.4288,1.4333
3631,2009-09-08,1.4333,1.4536,1.4329,1.4489
3630,2009-09-09,1.4494,1.46,1.4466,1.4568
3629,2009-09-10,1.4563,1.4613,1.4503,1.4577
3628,2009-09-11,1.4579,1.4635,1.4554,1.4565
3627,2009-09-14,1.4579,1.4652,1.4515,1.4627
3626,2009-09-15,1.4626,1.4688,1.4562,1.4658
3625,2009-09-16,1.466,1.4737,1.4642,1.4709
3624,2009-09-17,1.4708,1.4767,1.4689,1.474
3623,2009-09-18,1.4744,1.4745,1.4647,1.4715
3622,2009-09-21,1.4711,1.4723,1.461,1.4676
3621,2009-09-22,1.4678,1.4817,1.467,1.4789
3620,2009-09-23,1.4789,1.4844,1.4708,1.4709
3619,2009-09-24,1.469,1.4803,1.4628,1.466
3618,2009-09-25,1.4661,1.4725,1.4615,1.4691
3617,2009-09-28,1.4688,1.472,1.4565,1.4618
3616,2009-09-29,1.4612,1.4647,1.4527,1.458
3615,2009-09-30,1.4584,1.4675,1.4575,1.4634
3614,2009-10-01,1.4634,1.4668,1.4518,1.4535
3613,2009-10-02,1.4541,1.4648,1.4481,1.4571
3612,2009-10-05,1.4575,1.4669,1.4575,1.4646
3611,2009-10-06,1.4649,1.4762,1.4644,1.4721
3610,2009-10-07,1.4722,1.4737,1.465,1.4682
3609,2009-10-08,1.4688,1.4817,1.4683,1.4793
3608,2009-10-09,1.4791,1.4795,1.4674,1.4724
3607,2009-10-12,1.4719,1.4813,1.4677,1.4775
3606,2009-10-13,1.4775,1.4876,1.4762,1.4853
3605,2009-10-14,1.485,1.4946,1.4839,1.4934
3604,2009-10-15,1.4933,1.497,1.4843,1.4935
3603,2009-10-16,1.4935,1.4967,1.4849,1.4904
3602,2009-10-19,1.4902,1.4981,1.4829,1.4972
3601,2009-10-20,1.4965,1.4994,1.4883,1.4936
3600,2009-10-21,1.4936,1.5046,1.4888,1.5005
3599,2009-10-22,1.5004,1.5038,1.4944,1.5027
3598,2009-10-23,1.5024,1.506,1.4986,1.5007
3597,2009-10-26,1.5006,1.5063,1.4845,1.4864
3596,2009-10-27,1.4867,1.4927,1.4771,1.4809
3595,2009-10-28,1.4811,1.4841,1.4691,1.4718
3594,2009-10-29,1.4722,1.4859,1.4684,1.4837
3593,2009-10-30,1.4836,1.4859,1.4704,1.473
3592,2009-11-02,1.4718,1.4845,1.4685,1.4774
3591,2009-11-03,1.4774,1.4811,1.4627,1.4719
3590,2009-11-04,1.4723,1.4909,1.4703,1.486
3589,2009-11-05,1.4862,1.4918,1.4811,1.4872
3588,2009-11-06,1.4869,1.4914,1.4813,1.4844
3587,2009-11-09,1.4848,1.502,1.4842,1.4997
3586,2009-11-10,1.4998,1.5021,1.4938,1.4988
3585,2009-11-11,1.499,1.505,1.4953,1.4983
3584,2009-11-12,1.4985,1.5016,1.4822,1.4845
3583,2009-11-13,1.485,1.4938,1.4825,1.4906
3582,2009-11-16,1.49,1.5016,1.4881,1.4969
3581,2009-11-17,1.497,1.4999,1.4808,1.4877
3580,2009-11-18,1.4874,1.499,1.4856,1.4963
3579,2009-11-19,1.496,1.4965,1.4843,1.4922
3578,2009-11-20,1.4926,1.4935,1.4801,1.4859
3577,2009-11-23,1.4859,1.4999,1.4833,1.4962
3576,2009-11-24,1.496,1.4989,1.4889,1.496
3575,2009-11-25,1.4967,1.5145,1.4955,1.5137
3574,2009-11-26,1.5134,1.5142,1.4959,1.5016
3573,2009-11-27,1.5017,1.5019,1.4829,1.4983
3572,2009-11-30,1.4983,1.5084,1.4964,1.5006
3571,2009-12-01,1.5004,1.512,1.4971,1.5082
3570,2009-12-02,1.508,1.511,1.5033,1.5041
3569,2009-12-03,1.5043,1.5141,1.5043,1.5052
3568,2009-12-04,1.5051,1.5091,1.4822,1.4857
3567,2009-12-07,1.4852,1.4905,1.4756,1.4824
3566,2009-12-08,1.4826,1.4867,1.4681,1.4701
3565,2009-12-09,1.4702,1.4782,1.4668,1.4724
3564,2009-12-10,1.4724,1.476,1.4684,1.4731
3563,2009-12-11,1.473,1.4777,1.4586,1.4624
3562,2009-12-14,1.4615,1.4685,1.4598,1.4657
3561,2009-12-15,1.4656,1.4663,1.4504,1.4533
3560,2009-12-16,1.4536,1.4591,1.4506,1.4533
3559,2009-12-17,1.4529,1.4536,1.4304,1.434
3558,2009-12-18,1.4337,1.4412,1.4262,1.4345
3557,2009-12-21,1.4338,1.4373,1.4268,1.4278
3556,2009-12-22,1.4274,1.4332,1.4218,1.4249
3555,2009-12-23,1.4248,1.4367,1.4234,1.4335
3554,2009-12-24,1.4338,1.4418,1.4322,1.4375
3553,2009-12-25,1.4379,1.4437,1.4358,1.4378
3552,2009-12-28,1.4378,1.4414,1.4353,1.4377
3551,2009-12-29,1.4379,1.4458,1.4332,1.4352
3550,2009-12-30,1.435,1.4361,1.4274,1.4338
3549,2009-12-31,1.4336,1.444,1.4307,1.4324
3548,2010-01-01,1.4323,1.4348,1.4322,1.4334
3547,2010-01-04,1.4322,1.4456,1.4258,1.441
3546,2010-01-05,1.4412,1.4484,1.4346,1.4363
3545,2010-01-06,1.4365,1.4435,1.4283,1.4411
3544,2010-01-07,1.4408,1.4447,1.4299,1.431
3543,2010-01-08,1.4307,1.4439,1.4264,1.4407
3542,2010-01-11,1.4408,1.4557,1.4396,1.4516
3541,2010-01-12,1.4511,1.4548,1.4454,1.4485
3540,2010-01-13,1.4483,1.458,1.4456,1.451
3539,2010-01-14,1.4509,1.4556,1.4446,1.4501
3538,2010-01-15,1.4499,1.4512,1.4337,1.4385
3537,2010-01-18,1.4383,1.44,1.4333,1.4384
3536,2010-01-19,1.4382,1.4414,1.4253,1.4285
3535,2010-01-20,1.4286,1.4296,1.408,1.41
3534,2010-01-21,1.4104,1.4143,1.4028,1.4083
3533,2010-01-22,1.4081,1.4182,1.4066,1.4134
3532,2010-01-25,1.4138,1.4194,1.4112,1.4147
3531,2010-01-26,1.4147,1.4179,1.4043,1.4072
3530,2010-01-27,1.407,1.4097,1.3993,1.402
3529,2010-01-28,1.4022,1.4052,1.3934,1.397
3528,2010-01-29,1.397,1.3987,1.3862,1.3862
3527,2010-02-01,1.386,1.3938,1.3853,1.393
3526,2010-02-02,1.3931,1.3975,1.3886,1.3962
3525,2010-02-03,1.3963,1.4026,1.3886,1.3895
3524,2010-02-04,1.3893,1.3903,1.3725,1.3726
3523,2010-02-05,1.3722,1.3746,1.3586,1.3678
3522,2010-02-08,1.368,1.3717,1.362,1.3646
3521,2010-02-09,1.3649,1.3839,1.3643,1.3793
3520,2010-02-10,1.3795,1.3813,1.3677,1.3737
3519,2010-02-11,1.3737,1.3801,1.3596,1.3691
3518,2010-02-12,1.3691,1.3695,1.353,1.3631
3517,2010-02-15,1.363,1.364,1.3578,1.3595
3516,2010-02-16,1.3599,1.3779,1.3589,1.3765
3515,2010-02-17,1.3771,1.379,1.3585,1.3605
3514,2010-02-18,1.3605,1.3655,1.3499,1.3522
3513,2010-02-19,1.3527,1.3618,1.3444,1.3611
3512,2010-02-22,1.3611,1.3654,1.3574,1.3596
3511,2010-02-23,1.3594,1.3692,1.3497,1.3507
3510,2010-02-24,1.3506,1.3626,1.3502,1.354
3509,2010-02-25,1.3538,1.3571,1.3451,1.355
3508,2010-02-26,1.3547,1.3683,1.3531,1.3626
3507,2010-03-01,1.363,1.3664,1.3461,1.3561
3506,2010-03-02,1.3559,1.3622,1.3434,1.3614
3505,2010-03-03,1.3614,1.3736,1.3593,1.3695
3504,2010-03-04,1.3695,1.3713,1.3552,1.3579
3503,2010-03-05,1.358,1.3631,1.353,1.3622
3502,2010-03-08,1.3626,1.3705,1.3606,1.3632
3501,2010-03-09,1.3633,1.3635,1.3538,1.3599
3500,2010-03-10,1.3601,1.368,1.3545,1.3659
3499,2010-03-11,1.3651,1.3687,1.3621,1.3679
3498,2010-03-12,1.3679,1.38,1.3667,1.3767
3497,2010-03-15,1.3767,1.3784,1.364,1.3675
3496,2010-03-16,1.3674,1.3783,1.3656,1.3771
3495,2010-03-17,1.3772,1.3818,1.3727,1.3735
3494,2010-03-18,1.3733,1.3741,1.3587,1.3604
3493,2010-03-19,1.3604,1.3627,1.3503,1.3529
3492,2010-03-22,1.3527,1.3568,1.3463,1.3566
3491,2010-03-23,1.3566,1.357,1.3476,1.3493
3490,2010-03-24,1.3494,1.3501,1.3306,1.3321
3489,2010-03-25,1.3322,1.3387,1.3268,1.3285
3488,2010-03-26,1.3286,1.3425,1.3268,1.3407
3487,2010-03-29,1.3411,1.3525,1.3405,1.3475
3486,2010-03-30,1.3473,1.3537,1.3396,1.3416
3485,2010-03-31,1.342,1.3546,1.3385,1.3506
3484,2010-04-01,1.3507,1.3585,1.3458,1.3566
3483,2010-04-02,1.3571,1.3583,1.3472,1.3502
3482,2010-04-05,1.3491,1.3538,1.3457,1.3482
3481,2010-04-06,1.3483,1.3497,1.3353,1.3394
3480,2010-04-07,1.3394,1.3409,1.3324,1.3336
3479,2010-04-08,1.334,1.3366,1.3279,1.3357
3478,2010-04-09,1.3355,1.3501,1.3337,1.3499
3477,2010-04-12,1.3628,1.3692,1.3563,1.3584
3476,2010-04-13,1.3585,1.3627,1.3543,1.3615
3475,2010-04-14,1.3613,1.368,1.3593,1.365
3474,2010-04-15,1.3649,1.3667,1.3517,1.3581
3473,2010-04-16,1.3578,1.3581,1.3469,1.3502
3472,2010-04-19,1.3473,1.3498,1.3413,1.3488
3471,2010-04-20,1.3487,1.3523,1.3425,1.344
3470,2010-04-21,1.3442,1.345,1.3356,1.3386
3469,2010-04-22,1.3388,1.3421,1.3257,1.3287
3468,2010-04-23,1.3284,1.34,1.3198,1.3384
3467,2010-04-26,1.3344,1.3416,1.3289,1.3391
3466,2010-04-27,1.339,1.3414,1.3142,1.3165
3465,2010-04-28,1.316,1.3266,1.3112,1.3205
3464,2010-04-29,1.3203,1.3279,1.3181,1.3242
3463,2010-04-30,1.3244,1.3343,1.3222,1.329
3462,2010-05-03,1.3327,1.333,1.3154,1.3187
3461,2010-05-04,1.3189,1.3214,1.2961,1.2969
3460,2010-05-05,1.2972,1.2996,1.2785,1.2816
3459,2010-05-06,1.2818,1.2857,1.2518,1.2631
3458,2010-05-07,1.2628,1.2798,1.2583,1.2752
3457,2010-05-10,1.2838,1.3094,1.2756,1.2786
3456,2010-05-11,1.2786,1.2803,1.2624,1.2633
3455,2010-05-12,1.2632,1.274,1.2602,1.2629
3454,2010-05-13,1.2627,1.2684,1.2514,1.2523
3453,2010-05-14,1.2522,1.2576,1.2351,1.2358
3452,2010-05-17,1.2348,1.2414,1.2232,1.2398
3451,2010-05-18,1.2397,1.2445,1.2156,1.2173
3450,2010-05-19,1.2173,1.2431,1.2141,1.2424
3449,2010-05-20,1.2421,1.2598,1.2295,1.2464
3448,2010-05-21,1.2468,1.2673,1.2459,1.257
3447,2010-05-24,1.2505,1.2517,1.233,1.2345
3446,2010-05-25,1.2345,1.2388,1.2175,1.2371
3445,2010-05-26,1.237,1.2372,1.215,1.2157
3444,2010-05-27,1.216,1.2395,1.2151,1.2353
3443,2010-05-28,1.2357,1.2453,1.2262,1.2281
3442,2010-05-31,1.2278,1.2334,1.2264,1.2307
3441,2010-06-01,1.2306,1.2354,1.2108,1.2209
3440,2010-06-02,1.2213,1.2273,1.2173,1.2245
3439,2010-06-03,1.2248,1.2327,1.2149,1.2164
3438,2010-06-04,1.2161,1.2216,1.1947,1.1966
3437,2010-06-07,1.1944,1.1991,1.1874,1.1916
3436,2010-06-08,1.1916,1.201,1.1899,1.1964
3435,2010-06-09,1.1964,1.2073,1.192,1.1984
3434,2010-06-10,1.1984,1.2143,1.1954,1.2106
3433,2010-06-11,1.2108,1.2153,1.2043,1.2111
3432,2010-06-14,1.2118,1.23,1.2112,1.2213
3431,2010-06-15,1.2212,1.235,1.2163,1.2325
3430,2010-06-16,1.2322,1.2354,1.2252,1.2301
3429,2010-06-17,1.2298,1.2412,1.2239,1.2377
3428,2010-06-18,1.238,1.2416,1.235,1.2387
3427,2010-06-21,1.2426,1.2467,1.2302,1.2314
3426,2010-06-22,1.2324,1.2354,1.2249,1.2269
3425,2010-06-23,1.2267,1.2343,1.2207,1.231
3424,2010-06-24,1.2311,1.2388,1.2259,1.2328
3423,2010-06-25,1.2328,1.2395,1.225,1.2374
3422,2010-06-28,1.2377,1.2398,1.2263,1.2281
3421,2010-06-29,1.2275,1.2291,1.2148,1.2187
3420,2010-06-30,1.219,1.2304,1.2164,1.2234
3419,2010-07-01,1.2233,1.254,1.2191,1.2515
3418,2010-07-02,1.2518,1.2611,1.248,1.255
3417,2010-07-05,1.2554,1.2563,1.2506,1.2537
3416,2010-07-06,1.2537,1.2662,1.2478,1.2625
3415,2010-07-07,1.2625,1.2664,1.2551,1.263
3414,2010-07-08,1.2631,1.2712,1.2617,1.2689
3413,2010-07-09,1.2694,1.2722,1.2606,1.2641
3412,2010-07-12,1.264,1.2648,1.2547,1.2586
3411,2010-07-13,1.2588,1.2738,1.2521,1.2726
3410,2010-07-14,1.2727,1.2778,1.268,1.2741
3409,2010-07-15,1.2743,1.2955,1.2705,1.2934
3408,2010-07-16,1.293,1.3007,1.2887,1.2929
3407,2010-07-19,1.2904,1.2992,1.2868,1.2948
3406,2010-07-20,1.2947,1.3028,1.2837,1.289
3405,2010-07-21,1.289,1.2913,1.2729,1.2754
3404,2010-07-22,1.2754,1.2933,1.2734,1.2885
3403,2010-07-23,1.2887,1.2965,1.2792,1.2902
3402,2010-07-26,1.2896,1.3006,1.2874,1.2987
3401,2010-07-27,1.2988,1.3046,1.2948,1.3
3400,2010-07-28,1.3,1.3042,1.2964,1.2987
3399,2010-07-29,1.2989,1.3107,1.2976,1.3081
3398,2010-07-30,1.3078,1.3092,1.2978,1.305
3397,2010-08-02,1.3061,1.3195,1.305,1.3175
3396,2010-08-03,1.3174,1.3254,1.3145,1.3225
3395,2010-08-04,1.3225,1.324,1.313,1.3154
3394,2010-08-05,1.3154,1.3235,1.3117,1.3184
3393,2010-08-06,1.3183,1.3334,1.3154,1.3279
3392,2010-08-09,1.3292,1.3308,1.3213,1.3225
3391,2010-08-10,1.3225,1.3231,1.3072,1.3175
3390,2010-08-11,1.3174,1.3187,1.2827,1.2845
3389,2010-08-12,1.2843,1.2932,1.2778,1.2826
3388,2010-08-13,1.2839,1.2906,1.2746,1.2751
3387,2010-08-16,1.2765,1.2871,1.2731,1.2821
3386,2010-08-17,1.2822,1.2916,1.2801,1.2879
3385,2010-08-18,1.2879,1.2922,1.282,1.2852
3384,2010-08-19,1.2853,1.2902,1.277,1.2816
3383,2010-08-20,1.2815,1.2833,1.2661,1.2705
3382,2010-08-23,1.2704,1.273,1.2644,1.2649
3381,2010-08-24,1.2648,1.2719,1.2584,1.263
3380,2010-08-25,1.263,1.2726,1.2604,1.2662
3379,2010-08-26,1.2664,1.2764,1.2647,1.2716
3378,2010-08-27,1.2714,1.2779,1.2674,1.2761
3377,2010-08-30,1.2764,1.2769,1.2654,1.2663
3376,2010-08-31,1.2662,1.2743,1.2622,1.2688
3375,2010-09-01,1.2688,1.2855,1.266,1.2803
3374,2010-09-02,1.2803,1.2848,1.2774,1.2825
3373,2010-09-03,1.2824,1.2899,1.2806,1.2895
3372,2010-09-06,1.2893,1.2919,1.2864,1.2874
3371,2010-09-07,1.2874,1.2876,1.2674,1.2683
3370,2010-09-08,1.2682,1.2763,1.2657,1.2723
3369,2010-09-09,1.2719,1.2766,1.266,1.2698
3368,2010-09-10,1.2697,1.2747,1.2641,1.2671
3367,2010-09-13,1.2706,1.2892,1.2701,1.2878
3366,2010-09-14,1.2876,1.3033,1.2827,1.2986
3365,2010-09-15,1.2987,1.304,1.2952,1.3009
3364,2010-09-16,1.3012,1.3117,1.2972,1.3074
3363,2010-09-17,1.3074,1.3159,1.3018,1.3055
3362,2010-09-20,1.305,1.3121,1.3026,1.3062
3361,2010-09-21,1.3063,1.3286,1.3053,1.3249
3360,2010-09-22,1.325,1.344,1.3245,1.3399
3359,2010-09-23,1.34,1.3413,1.3303,1.3314
3358,2010-09-24,1.3313,1.3495,1.3284,1.3485
3357,2010-09-27,1.3479,1.3506,1.3422,1.344
3356,2010-09-28,1.344,1.3596,1.3378,1.3584
3355,2010-09-29,1.3583,1.3646,1.3563,1.3621
3354,2010-09-30,1.3622,1.3683,1.3558,1.3627
3353,2010-10-01,1.3629,1.3792,1.3615,1.3792
3352,2010-10-04,1.3788,1.379,1.3663,1.3673
3351,2010-10-05,1.3673,1.3859,1.3635,1.3836
3350,2010-10-06,1.3834,1.3948,1.3797,1.3925
3349,2010-10-07,1.3923,1.4029,1.3854,1.392
3348,2010-10-08,1.3915,1.3984,1.3832,1.394
3347,2010-10-11,1.4001,1.4007,1.3863,1.3883
3346,2010-10-12,1.3882,1.3936,1.3772,1.3915
3345,2010-10-13,1.3914,1.4001,1.3908,1.3959
